,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
123,2903,1,0,11.93,24,,0,10.0,0.7,0,0
124,2926,1,1,11.93,34,1.68,2,265.7,18.4,0,0
125,2943,0,0,11.93,24,,0,0.7,0.1,0,0
126,2997,0,0,5.25,0,,0,0.0,0.0,0,1
127,3017,1,1,11.7,24,,0,0.0,0.0,0,1
128,3033,0,0,11.51,24,,0,0.0,0.0,0,1
129,3061,1,0,5.51,0,,0,0.0,0.0,0,1
130,3086,1,1,11.93,17,1.77,0,14.1,1.0,0,0
131,3121,1,0,10.19,14,,0,29.0,2.0,0,1
132,3133,1,0,11.93,21,0.12,0,107.3,2.7,0,0
133,3175,0,0,6.26,13,,0,0.0,0.0,0,1
134,3191,1,0,7.91,24,,0,11.4,1.6,0,1
135,3199,1,0,5.3,12,,0,0.0,0.0,3,1
136,3210,1,1,11.93,15,1.65,0,5.2,0.2,0,0
137,3226,0,0,8.33,18,,0,0.0,0.0,0,1
138,3233,0,0,9.06,20,,0,0.0,0.0,0,1
139,3252,1,0,11.89,24,,0,0.0,0.0,0,1
140,3267,1,0,7.85,5,,0,0.0,0.0,0,1
141,3274,0,0,7.21,10,,0,0.0,0.0,0,1
142,3288,0,0,7.31,14,,0,2.5,0.2,0,1
143,3329,0,0,7.44,22,,2,18.1,2.6,0,1
144,3374,0,0,5.34,0,,0,0.0,0.0,0,1
145,3388,0,0,12.16,0,,0,0.0,0.0,0,1
146,3410,1,1,11.93,15,1.32,1,68.8,3.9,0,0
147,3433,0,0,6.92,21,0.33,1,0.0,0.0,0,1
148,3448,1,1,10.56,0,,0,0.0,0.0,0,1
149,3455,1,1,11.93,48,1.01,1,113.2,7.6,0,0
150,3473,0,0,5.53,0,,0,0.0,0.0,0,1
151,3475,0,0,5.61,0,,0,0.0,0.0,0,1
152,3476,1,0,8.95,42,0.0,0,37.6,5.6,0,1
153,3477,0,0,5.69,13,,0,0.0,0.0,0,1
154,3488,1,0,11.93,22,1.06,0,11.4,0.5,0,0
155,3521,0,0,5.94,0,,0,0.0,0.0,0,1
156,3531,0,0,5.47,0,,0,0.0,0.0,0,1
157,3547,0,0,7.73,0,,0,0.0,0.0,0,1
158,3634,0,0,5.69,0,,0,0.0,0.0,0,1
159,3649,0,0,6.07,0,,0,0.0,0.0,0,1
160,3707,0,0,7.47,0,,0,0.0,0.0,0,1
161,3714,0,0,7.36,0,,0,0.0,0.0,0,1
162,3733,0,0,8.32,0,,0,0.0,0.0,0,1
163,3793,0,0,5.43,18,0.0,0,0.0,0.0,0,1
164,3861,0,0,6.46,0,,0,0.0,0.0,0,1
165,3926,1,1,11.06,22,0.0,0,7.1,0.8,0,1
166,3964,1,0,8.49,0,,0,0.0,0.0,0,1
167,4024,0,0,9.28,0,,0,0.0,0.0,0,1
168,4032,0,0,6.45,14,,0,0.0,0.0,0,1
169,4045,0,0,6.41,21,0.0,0,0.0,0.0,0,1
170,4082,1,0,11.02,0,,0,0.0,0.0,0,1
171,4259,1,1,8.78,20,,0,3.0,0.5,0,1
172,4263,0,0,12.61,0,,0,0.0,0.0,0,1
173,4271,1,1,12.44,21,,0,4.8,0.1,0,1
174,4297,1,0,8.05,0,,0,0.0,0.0,0,1
175,4389,1,1,11.93,19,1.88,0,52.4,2.2,0,0
176,4434,0,0,5.25,13,,0,0.0,0.0,0,1
177,4448,1,0,7.65,0,,1,19.3,5.2,0,1
178,4479,0,0,9.56,0,,0,0.0,0.0,0,1
179,4518,0,0,5.98,0,,0,0.0,0.0,0,1
180,4521,0,0,6.27,0,,0,0.0,0.0,0,1
181,4522,0,0,10.06,0,,0,0.0,0.0,0,1
182,4526,1,1,12.19,0,,0,0.0,0.0,0,1
183,4544,0,0,7.45,0,,0,0.0,0.0,0,1
184,4556,0,0,9.99,0,,0,0.0,0.0,0,1
185,4579,0,0,7.08,0,,0,0.0,0.0,0,1
186,4612,0,0,9.57,0,,0,0.0,0.0,0,1
187,4645,0,0,5.37,0,,0,0.0,0.0,0,1
188,4672,0,0,11.93,24,,4,3.9,0.4,0,0
189,4674,0,0,7.32,20,,0,14.2,0.6,0,1
190,4692,0,0,8.36,0,,0,0.0,0.0,0,1
191,4700,1,1,6.28,24,,2,0.0,0.0,0,1
192,4711,0,0,5.12,0,,0,0.0,0.0,0,1
193,4781,1,1,11.92,10,1.26,0,23.6,1.7,0,0
194,4782,1,0,5.98,21,,0,0.0,0.0,0,1
195,4785,1,1,11.92,32,0.99,0,0.0,0.0,0,0
196,4819,0,0,5.42,13,,0,0.0,0.0,0,1
197,4828,0,0,7.87,0,,0,0.0,0.0,0,1
198,4843,1,1,7.17,22,,0,2.9,0.3,0,1
199,4877,0,0,9.55,0,,0,0.0,0.0,0,1
200,4897,0,0,6.05,14,,0,0.0,0.0,0,1
201,4941,0,0,10.19,0,,0,0.0,0.0,0,1
202,4950,0,0,5.63,14,,0,0.0,0.0,0,1
203,4967,1,0,7.77,0,,0,0.0,0.0,0,1
204,4973,0,0,9.55,18,,0,0.0,0.0,0,1
205,4985,1,0,6.14,12,,1,0.0,0.0,0,1
206,5000,1,1,12.12,20,,0,0.3,0.7,0,1
207,5110,0,0,5.85,14,,0,0.0,0.0,0,1
208,5182,0,0,7.35,12,,0,0.0,0.0,0,1
209,5188,1,1,11.92,33,,0,,,0,0
210,5194,1,1,6.55,14,,1,0.0,0.0,0,1
211,5198,1,1,8.85,0,,0,0.0,0.0,0,1
212,5225,1,1,11.92,24,,0,37.0,5.8,0,0
213,5292,1,1,6.03,0,,0,0.0,0.0,0,1
214,5308,1,0,11.92,31,,0,0.3,0.0,0,0
215,5325,1,1,11.92,24,,0,0.1,0.0,0,0
216,5338,1,1,11.92,24,1.01,0,36.7,1.9,0,0
217,5347,0,0,5.56,0,,0,0.0,0.0,0,1
218,5355,1,1,10.47,7,,0,0.0,0.0,0,1
219,5422,1,1,11.92,16,1.79,0,34.2,2.3,0,0
220,5442,0,0,11.92,24,,0,,,0,0
221,5449,0,0,6.95,1,,0,0.0,0.0,0,1
222,5472,0,0,9.72,8,,1,6.5,0.6,0,1
223,5510,0,0,12.34,22,,0,0.0,0.0,0,1
224,5516,1,0,11.17,33,,0,0.0,0.0,0,1
225,5636,0,0,8.55,14,0.0,0,14.4,0.8,3,1
226,5660,1,0,8.82,21,,0,3.3,0.3,0,1
227,5680,1,0,6.18,14,,0,0.0,0.0,0,1
228,5684,1,0,8.98,24,,1,27.1,9.4,0,1
229,5694,1,0,11.92,24,,0,,,0,0
230,5721,1,0,11.92,21,0.33,0,31.4,5.0,0,0
231,5746,1,1,10.09,59,,2,27.1,23.9,0,1
232,5754,0,0,6.08,14,,0,0.0,0.0,0,1
233,5767,1,0,6.37,14,,0,0.0,0.0,0,1
234,5780,0,0,7.58,13,,0,1.6,0.2,0,1
235,5786,1,0,11.92,19,1.78,1,30.3,1.3,0,0
236,5793,0,0,9.42,32,,0,23.2,5.3,0,1
237,5872,1,0,11.92,21,1.93,1,125.2,6.6,0,0
238,5896,0,0,11.92,59,,0,,,0,0
239,5960,0,0,6.55,20,,2,0.0,0.0,0,1
240,5969,1,0,11.89,0,,0,0.0,0.0,0,1
241,6003,0,0,7.41,21,,1,2.4,0.9,0,1
242,6009,0,0,5.28,0,,0,0.0,0.0,0,1
243,6016,1,0,7.05,23,,3,0.0,0.0,0,1
244,6034,0,0,8.32,12,0.0,0,4.9,0.6,0,1
245,6115,0,0,6.19,53,,2,0.0,0.0,0,1
246,6147,1,0,7.32,21,,0,2.9,0.1,0,1
247,6149,1,0,11.92,22,1.16,0,19.5,2.0,0,0
248,6171,1,1,12.76,10,0.57,0,22.3,4.4,0,1
249,6191,0,0,7.47,24,0.0,0,7.5,1.5,0,1
250,6192,1,0,8.52,19,,0,0.0,0.0,0,1
251,6194,1,1,11.92,17,1.95,0,7.3,0.8,0,0
252,6202,0,0,5.37,15,1.86,0,0.0,0.0,0,1
253,6219,0,0,7.04,0,,0,0.0,0.0,7,1
254,6222,1,0,6.84,0,,0,0.0,0.0,0,1
255,6223,1,1,11.92,29,0.23,0,16.1,1.0,0,0
256,6231,1,1,11.92,20,0.37,0,134.6,7.3,0,0
257,6270,0,0,5.73,13,,0,0.0,0.0,0,1
258,6277,0,0,10.36,18,,0,0.0,0.0,0,1
259,6283,1,1,11.92,22,1.96,0,62.2,5.1,0,0
260,6303,0,0,7.25,13,,0,0.0,0.0,0,1
261,6330,0,0,8.69,162,,0,0.0,0.0,0,1
262,6347,0,0,11.92,66,0.01,0,370.4,14.8,0,0
263,6372,1,0,9.45,26,0.0,0,11.0,2.6,0,1
264,6390,1,0,11.92,25,0.21,0,1.9,0.1,0,0
265,6424,0,0,5.55,14,,0,0.0,0.0,0,1
266,6492,1,0,11.42,22,0.0,0,15.5,1.2,0,1
267,6505,0,0,5.6,0,,0,0.0,0.0,0,1
268,6517,1,0,9.03,20,,0,2.1,0.4,0,1
269,6518,1,0,7.39,13,,0,12.7,0.6,0,1
270,6556,1,0,8.55,20,0.0,2,30.8,2.6,0,1
271,6558,1,0,6.48,35,,0,0.0,0.0,0,1
272,6572,0,0,5.44,14,,1,0.0,0.0,0,1
273,6614,0,0,5.85,22,,0,0.0,0.0,0,1
274,6617,1,1,11.13,17,0.0,1,2.5,0.1,0,1
275,6640,1,0,11.92,22,0.07,0,64.1,7.1,0,0
276,6689,1,0,11.74,24,,0,60.2,3.3,0,1
277,6691,0,0,5.77,14,,0,0.0,0.0,0,1
278,6777,1,1,10.8,21,0.0,0,8.0,1.3,0,1
279,6787,1,0,9.95,32,,0,5.6,0.3,0,1
280,6846,1,1,11.92,71,1.16,0,86.3,2.9,0,0
281,6851,1,0,11.92,22,1.44,0,70.2,2.5,0,0
282,6861,0,0,10.09,20,,0,0.0,0.0,0,1
283,6862,0,0,10.46,19,,0,0.0,0.0,0,1
284,6864,1,0,5.79,14,,0,0.0,0.0,0,1
285,6891,1,0,8.35,0,,0,0.0,0.0,0,1
286,6954,1,1,11.92,17,0.21,0,,,0,0
287,6956,0,0,5.64,20,0.0,1,0.0,0.0,0,1
288,6993,0,0,11.36,56,,0,0.0,0.0,0,1
289,7001,1,0,6.57,21,,0,0.0,0.0,0,1
290,7003,0,0,5.33,13,,0,0.0,0.0,0,1
291,7014,1,0,8.1,75,,0,39.4,1.7,0,1
292,7027,1,0,10.39,21,,0,0.0,0.0,0,1
293,7041,0,0,9.19,20,,0,0.0,0.0,0,1
294,7057,1,1,11.92,20,0.46,0,105.7,7.9,0,0
295,7100,0,0,10.89,0,,0,0.0,0.0,0,1
296,7115,1,1,11.92,65,0.15,0,22.5,1.0,0,0
297,7150,0,0,5.29,0,,0,0.0,0.0,0,1
298,7166,0,0,7.71,14,,0,2.0,0.5,0,1
299,7174,0,0,11.92,12,,0,2.9,0.1,2,0
300,7245,1,0,6.56,0,,0,0.0,0.0,0,1
301,7302,0,0,5.28,43,,0,0.0,0.0,0,1
302,7352,1,1,12.3,0,,0,0.0,0.0,0,1
303,7358,1,0,11.92,21,0.49,0,33.5,11.2,0,0
304,7369,0,0,6.7,23,0.53,4,0.0,0.0,0,1
305,7384,1,1,11.92,10,1.27,0,,,0,0
306,7392,0,0,11.92,25,0.21,1,22.0,0.8,0,0
307,7428,1,1,11.92,19,1.78,2,62.7,5.7,0,0
308,7452,1,0,8.96,20,,0,0.0,0.0,0,1
309,7465,1,1,5.22,13,,0,0.0,0.0,0,1
310,7495,0,0,5.34,13,,0,0.0,0.0,0,1
311,7502,1,1,10.95,0,,0,0.0,0.0,0,1
312,7537,0,0,5.62,10,,0,0.0,0.0,0,1
313,7560,1,0,11.91,22,1.28,0,35.8,2.1,0,0
314,7568,0,0,8.09,12,,0,1.5,0.2,0,1
315,7592,0,0,5.84,15,0.0,2,0.0,0.0,0,1
316,7607,0,0,11.91,24,,0,120.3,10.0,0,0
317,7650,1,0,6.71,23,,2,0.0,0.0,0,1
318,7674,0,0,7.62,23,,0,1.5,0.2,0,1
319,7690,0,0,8.44,19,0.0,0,1.7,0.3,0,1
320,7695,1,0,11.91,20,1.3,1,34.2,5.1,0,0
321,7714,1,1,11.91,10,1.13,0,7.5,1.1,0,0
322,7778,0,0,5.44,13,,0,0.0,0.0,0,1
323,7813,0,0,7.23,23,,0,4.2,0.3,0,1
324,7829,0,0,6.88,24,,1,0.0,0.0,0,1
325,7830,1,0,10.75,6,0.0,0,23.4,1.9,0,1
326,7877,0,0,5.47,21,,0,0.0,0.0,0,1
327,7884,0,0,5.5,0,,0,0.0,0.0,0,1
328,7916,0,0,7.62,23,,0,0.5,0.0,0,1
329,7953,1,0,9.46,25,0.0,0,34.0,2.3,0,1
330,7967,1,0,11.05,30,0.0,0,115.1,7.0,0,1
331,7992,1,0,5.44,21,,0,0.0,0.0,0,1
332,7994,1,1,11.8,22,1.17,0,51.4,6.5,0,0
333,8006,1,1,11.8,25,1.68,0,51.6,5.1,0,0
334,8011,1,1,11.8,57,,0,156.0,12.8,0,0
335,8034,0,0,7.1,12,,0,15.0,0.8,0,1
336,8036,1,0,7.15,0,,0,0.3,0.0,0,1
337,8037,1,0,7.16,0,,0,0.0,0.0,0,1
338,8058,1,1,11.79,20,0.54,0,56.4,5.4,0,0
339,8109,1,0,10.69,40,0.49,1,611.9,54.7,0,1
340,8134,1,0,8.34,18,,0,11.2,0.6,0,1
341,8195,1,0,7.71,0,,0,1.8,0.2,5,1
342,8230,1,1,11.76,25,0.1,0,10.6,0.8,0,0
343,8255,1,0,9.85,34,0.0,0,43.8,7.1,0,1
344,8332,1,0,10.81,33,,0,7.7,1.2,0,1
345,8338,0,0,6.67,13,,0,0.0,0.0,0,1
346,8346,1,0,11.74,3,,0,4.3,0.3,1,0
347,8373,1,1,5.7,0,,0,0.0,0.0,6,1
348,8404,1,0,10.9,22,0.0,0,44.3,5.2,0,1
349,8435,1,0,9.19,24,,0,12.6,0.6,0,1
350,8444,0,0,5.81,13,,0,0.0,0.0,0,1
351,8451,0,0,8.21,0,,0,11.6,0.6,6,1
352,8461,0,0,5.34,12,,0,0.0,0.0,0,1
353,8468,0,0,5.21,15,,0,0.0,0.0,3,1
354,8483,1,1,5.81,0,,0,0.0,0.0,6,1
355,8492,1,1,11.72,26,1.43,0,53.1,7.6,0,0
356,8510,1,1,11.72,21,0.1,1,22.4,3.0,0,0
357,8582,0,0,5.4,0,,0,0.0,0.0,0,1
358,8589,1,0,5.91,14,,2,0.0,0.0,0,1
359,8596,1,1,5.39,13,,0,0.0,0.0,0,1
360,8607,0,0,8.56,40,,0,38.6,3.0,0,1
361,8614,1,1,10.1,26,,1,43.3,1.9,0,1
362,8668,0,0,8.46,20,0.0,0,5.1,0.4,0,1
363,8673,0,0,5.87,0,1.15,3,0.0,0.0,6,1
364,8688,0,0,5.98,0,,1,0.0,0.0,6,1
365,8691,1,0,11.7,20,1.61,0,13.1,0.6,0,0
366,8697,1,1,11.7,19,1.93,0,38.4,3.1,0,0
367,8704,0,0,9.33,16,,0,7.4,0.9,1,1
368,8713,0,0,4.84,12,,0,0.0,0.0,0,1
369,8752,1,0,11.69,21,0.27,0,166.0,11.0,0,0
370,8763,1,0,5.72,23,,6,0.0,0.0,0,1
371,8767,0,0,7.37,0,,0,0.0,0.0,0,1
372,8770,0,0,5.32,17,0.0,0,0.0,0.0,0,1
373,8779,1,0,11.68,25,0.33,0,36.3,2.0,0,0
374,8835,1,0,11.86,17,,0,17.3,1.3,0,1
375,8922,1,0,8.88,25,,3,5.3,0.7,0,1
376,8929,1,0,8.91,24,0.0,0,2.4,0.1,0,1
377,8942,1,1,11.66,22,0.83,3,15.4,1.8,0,0
378,8958,1,1,11.65,21,0.43,0,22.3,1.6,0,0
379,8975,1,1,11.65,10,1.16,0,50.2,6.3,0,0
380,8983,0,0,5.25,14,,0,0.0,0.0,0,1
381,8993,0,0,8.72,17,,0,0.0,0.0,0,1
382,9003,1,1,11.64,15,1.13,0,108.3,5.6,0,0
383,9013,1,0,11.64,12,1.02,2,34.6,1.7,0,0
384,9017,0,0,11.64,24,,0,6.2,0.4,0,0
385,9018,1,1,7.94,24,,0,25.1,1.8,0,1
386,9061,1,0,11.62,79,1.86,2,70.2,9.0,0,0
387,9069,1,0,7.6,14,,0,4.2,0.5,0,1
388,9080,1,0,11.62,20,0.76,0,13.6,0.9,0,0
389,9112,1,1,5.92,12,,0,0.0,0.0,0,1
390,9115,1,0,11.61,21,0.09,1,21.8,2.8,0,0
391,9145,0,0,6.99,15,,0,6.0,0.6,0,1
392,9157,1,1,11.6,21,0.44,0,44.3,3.1,0,0
393,9161,1,1,12.33,10,0.5,1,14.8,3.4,0,1
394,9167,1,1,11.6,15,1.64,0,15.0,1.3,0,0
395,9185,0,0,5.61,0,0.0,0,0.0,0.0,0,1
396,9192,1,0,5.76,13,,0,0.0,0.0,0,1
397,9210,0,0,5.18,24,,0,0.0,0.0,0,1
398,9211,1,0,11.59,20,1.0,0,69.6,4.1,0,0
399,9225,1,1,6.74,0,,0,0.0,0.0,0,1
400,9232,1,1,11.59,10,1.17,0,16.2,0.9,0,0
401,9260,0,0,10.0,24,,0,47.9,2.4,0,1
402,9269,1,1,6.3,0,,0,0.0,0.0,0,1
403,9291,1,0,9.46,19,0.0,0,2.2,0.2,0,1
404,9388,1,0,6.57,13,,0,0.0,0.0,0,1
405,9393,0,0,5.24,0,,0,0.0,0.0,0,1
406,9493,1,0,4.9,0,0.7,0,0.0,0.0,2,1
407,9564,1,1,5.86,19,,4,0.0,0.0,0,1
408,9572,1,1,11.49,10,1.22,0,16.2,2.8,0,0
409,9591,1,0,7.66,17,,0,6.2,0.5,0,1
410,9601,1,1,11.47,21,0.05,1,15.4,1.3,0,0
411,9607,1,0,7.78,0,0.0,0,22.3,1.6,0,1
412,9706,0,0,8.02,22,0.0,1,8.7,0.5,0,1
413,9752,0,0,8.06,20,,3,2.1,0.2,0,1
414,9759,0,0,4.67,13,,1,0.0,0.0,0,1
415,9771,1,0,6.56,13,,0,0.0,0.0,0,1
416,9777,1,1,9.79,22,,0,24.1,0.7,0,1
417,9791,1,0,6.1,45,0.0,2,0.0,0.0,1,1
418,9811,1,1,11.39,15,1.28,0,235.6,9.8,0,0
419,9821,0,0,6.06,22,0.65,1,0.0,0.0,0,1
420,9914,0,0,4.87,0,,0,0.0,0.0,7,1
421,9928,1,1,8.84,23,,0,44.9,2.4,0,1
422,9939,1,0,11.33,21,0.11,1,9.9,0.8,0,0
423,9948,1,0,11.33,24,,0,30.2,4.7,0,0
424,9963,0,0,6.6,1,,0,0.0,0.0,0,1
425,9980,0,0,5.82,0,,0,0.0,0.0,0,1
426,9984,0,0,4.5,13,,0,0.0,0.0,0,1
427,9991,1,1,11.3,21,0.21,0,51.8,4.3,0,0
428,10046,1,1,11.27,10,1.1,0,4.8,0.3,0,0
429,10091,1,1,11.24,56,0.13,1,118.9,9.5,0,0
430,10112,1,1,10.72,11,0.0,0,47.5,8.9,0,1
431,10122,1,0,6.08,13,,1,0.0,0.0,0,1
432,10157,0,0,5.61,13,,0,0.0,0.0,0,1
433,10160,0,0,7.36,16,,0,16.4,1.5,0,1
434,10181,0,0,6.18,18,,1,0.0,0.0,0,1
435,10195,0,0,8.35,21,,0,41.2,1.0,0,1
436,10224,0,0,5.02,13,,0,0.0,0.0,0,1
437,10238,0,0,7.2,1,,0,0.0,0.0,0,1
438,10301,1,0,6.94,23,0.0,0,16.6,2.2,0,1
439,10308,0,0,4.81,13,,0,0.0,0.0,0,1
440,10320,1,1,10.85,11,0.0,0,4.5,0.2,0,1
441,10331,0,0,6.91,18,,0,29.2,2.7,0,1
442,10336,1,0,11.13,37,1.62,0,74.9,8.8,0,0
443,10341,1,1,10.53,20,0.0,0,73.1,12.9,0,1
444,10359,1,1,11.12,10,1.42,1,47.5,5.7,0,0
445,10415,1,1,6.51,21,,1,3.9,0.3,0,1
446,10426,1,1,11.09,26,1.85,1,107.5,64.1,1,0
447,10441,1,0,9.24,26,,0,7.3,1.1,0,1
448,10468,0,0,5.76,13,,1,0.0,0.0,0,1
449,10526,0,0,4.74,38,,6,0.0,0.0,0,1
450,10541,1,0,4.71,0,,0,0.0,0.0,5,1
